trainId,trainNo,category,operator
9631763,7145,Mail,Private
8746423,16570,Local,Private
1429523,17603,Mail,Joint
7738292,57305,Express,Private
8727702,19259,Passenger,Private
9760621,12201,Local,Joint
2197807,22114,Local,Joint
5953096,16562,Local,Private
7774902,12626,Passenger,Joint
1143806,12625,Local,Joint
4011068,12218,Passenger,Private
5093587,12039,Local,Private
2309742,14119,Express,Private
5390751,12209,Mail,Govt
8504465,12208,Passenger,Joint
2286807,15044,Superfast,Private
5789944,52587,Superfast,Govt
8592533,52545,Passenger,Private
4486461,22875,Superfast,Private
1730537,8001,Mail,Govt
6600185,22603,Mail,Govt
3856371,22604,Passenger,Joint
7118483,11018,Passenger,Joint
9987637,15707,Express,Govt
3390010,5735,Mail,Govt
3919288,15712,Passenger,Private
9537144,28182,Local,Private
2991962,14520,Express,Govt
2287580,14519,Express,Private
4469708,14887,Express,Govt
5844997,52457,Superfast,Private
3357726,22456,Passenger,Govt
6137148,14503,Local,Joint
5167010,15049,Express,Govt
6927676,4832,Local,Private
3512988,3113,Express,Private
8314452,3159,Mail,Private
7902627,19414,Express,Joint
7878997,12319,Local,Govt
7425127,13167,Express,Private
8207252,3137,Superfast,Private
3179683,13131,Mail,Govt
4580468,13161,Passenger,Private
6251754,13117,Local,Joint
5617429,15233,Express,Govt
9715317,12525,Mail,Govt
5176410,5941,Passenger,Joint
9228754,15051,Local,Private
4144645,3135,Passenger,Govt
2279447,3131,Local,Private
5146976,12363,Express,Govt
9591936,3115,Local,Govt
5141068,53139,Superfast,Joint
7811018,13135,Superfast,Joint
1245409,3585,Express,Govt
6110064,5643,Passenger,Joint
3800948,3571,Superfast,Govt
7035682,5225,Express,Private
3873215,3129,Express,Private
5383653,12325,Superfast,Private
7458709,13165,Mail,Govt
7983822,16561,Local,Joint
1573757,12777,Express,Private
6150977,6315,Express,Private
2119489,6081,Mail,Private
7926533,19262,Express,Joint
5409046,6339,Local,Private
8572190,16315,Mail,Joint
2955366,6313,Local,Govt
4851413,6011,Mail,Private
9520479,12257,Local,Private
9151482,12360,Local,Private
3912733,12518,Passenger,Private
5128208,11049,Local,Private
6876372,12306,Mail,Joint
6409704,19413,Mail,Joint
6207413,13159,Passenger,Private
2391126,12322,Local,Private
7861206,12301,Local,Govt
9063044,12305,Superfast,Govt
7972050,12302,Local,Private
7180596,11020,Superfast,Govt
5344768,11019,Express,Govt
4302637,17211,Passenger,Private
7477355,17212,Superfast,Govt
8391574,12647,Superfast,Govt
6568695,12648,Express,Joint
4388203,10112,Superfast,Govt
7977916,10111,Passenger,Private
3398157,11304,Express,Private
1033639,17004,Superfast,Private
5833229,1031,Superfast,Govt
3067398,7144,Mail,Govt
3428748,1206,Mail,Govt
4474182,11404,Passenger,Govt
3305408,11052,Superfast,Private
5726577,1407,Passenger,Joint
2298990,18006,Mail,Private
7402703,22648,Passenger,Private
4142006,18698,Express,Joint
7914460,18697,Express,Joint
1950427,4313,Mail,Joint
2662163,59821,Superfast,Joint
7123671,99734,Express,Joint
6699704,9734,Passenger,Joint
9283360,22981,Superfast,Private
8780694,7004,Passenger,Joint
5925809,59801,Superfast,Private
4051048,12060,Local,Govt
5797209,19803,Passenger,Private
8322025,9807,Passenger,Govt
9668508,9809,Express,Govt
2222623,13238,Superfast,Joint
8560737,13240,Mail,Private
8175492,9801,Superfast,Private
9428821,19805,Mail,Private
7097208,9805,Superfast,Govt
5696766,12676,Superfast,Govt
3076274,12675,Local,Joint
7882851,11030,Mail,Joint
3690548,11029,Passenger,Govt
9128926,8796,Passenger,Joint
1225177,22647,Passenger,Govt
9361466,18517,Express,Private
2214500,58502,Express,Govt
3616411,4806,Passenger,Govt
1836298,17406,Mail,Govt
9125988,17405,Superfast,Private
6558066,24512,Superfast,Govt
2088788,2003,Superfast,Private
2826560,1042,Passenger,Joint
2078008,2005,Local,Govt
4575934,1043,Superfast,Private
2676553,1041,Mail,Govt
8580143,1002,Express,Govt
3592770,22116,Mail,Joint
7849659,1044,Mail,Joint
5278784,2045,Local,Private
6710205,7113,Passenger,Joint
9418895,12762,Local,Joint
8895078,2762,Express,Joint
4694770,7619,Local,Joint
7654729,18108,Passenger,Govt
1566869,18511,Local,Joint
5651856,12650,Express,Govt
1994031,12369,Local,Private
2678992,4119,Mail,Govt
7673551,21107,Express,Joint
4602128,2449,Superfast,Private
5612036,22447,Mail,Private
1374448,19665,Superfast,Govt
6237579,12965,Mail,Govt
4178287,11016,Local,Private
4685632,11015,Express,Joint
6140889,19132,Superfast,Govt
9415216,19131,Passenger,Private
2478929,2552,Passenger,Private
8352285,15621,Express,Govt
3042151,15624,Passenger,Govt
6859312,5624,Superfast,Private
9261223,2510,Local,Joint
8316189,13248,Passenger,Private
7060392,15668,Mail,Govt
7723906,15620,Passenger,Private
2919526,19710,Express,Joint
1721368,55601,Mail,Govt
2428864,12520,Superfast,Govt
4700553,5612,Passenger,Private
3835566,22520,Local,Govt
9223719,15613,Express,Joint
8355337,2503,Express,Joint
3102101,2512,Local,Private
8422346,15644,Passenger,Joint
3893091,15662,Local,Joint
3162482,15655,Mail,Joint
8755553,5655,Passenger,Private
6739854,641,Express,Joint
2018549,12552,Local,Private
4606652,7151,Superfast,Govt
7351560,12608,Mail,Govt
5191615,12607,Mail,Govt
6539076,53181,Passenger,Private
6276778,12865,Superfast,Private
1848317,12866,Local,Private
6919641,12161,Express,Private
1123426,12162,Passenger,Private
3923150,12528,Superfast,Govt
6199832,22108,Mail,Joint
2240251,1207,Passenger,Joint
4628237,12038,Express,Private
2596809,14704,Local,Private
7375901,53172,Passenger,Joint
2117512,53178,Local,Govt
9486610,14005,Mail,Govt
9579671,14006,Express,Private
2603332,12861,Local,Joint
2587416,14114,Local,Private
8118112,12180,Superfast,Joint
5621558,16094,Local,Private
7761409,9408,Express,Govt
6292653,12179,Express,Govt
3977121,5029,Local,Govt
4528057,19022,Mail,Govt
5579179,9014,Local,Joint
8481778,15204,Mail,Govt
3571333,12593,Mail,Private
6757772,1684,Superfast,Private
4289090,15011,Passenger,Govt
3186724,15054,Mail,Joint
2041522,5066,Express,Joint
1837251,5116,Local,Joint
4785948,12584,Passenger,Private
1883522,12594,Local,Joint
1410957,12536,Passenger,Private
3311116,12531,Passenger,Joint
7785720,11110,Mail,Private
5989347,19716,Passenger,Govt
2866456,9708,Passenger,Govt
3333685,15043,Mail,Govt
6062648,5045,Passenger,Joint
2230846,5059,Express,Private
8701969,2114,Superfast,Joint
8331094,12108,Passenger,Govt
1261568,15008,Superfast,Govt
4571414,11408,Mail,Joint
5299689,12104,Superfast,Private
8761890,1422,Local,Govt
5858395,12535,Express,Joint
8526843,12003,Local,Private
8721000,12004,Express,Private
6866926,9414,Local,Joint
9536608,2112,Local,Govt
2837034,19402,Superfast,Private
2732295,4415,Local,Govt
6464742,14210,Mail,Joint
9271528,14220,Superfast,Private
6726216,14204,Local,Private
8002957,12231,Express,Private
4429765,4437,Mail,Joint
7718729,12272,Express,Private
9587442,4027,Express,Govt
4910308,4201,Superfast,Govt
6651169,2233,Passenger,Govt
2702502,4439,Express,Govt
7705182,4935,Mail,Private
5784672,4943,Passenger,Joint
7960218,4933,Local,Private
3782140,12429,Mail,Private
7925109,4207,Passenger,Joint
3533682,4029,Express,Govt
5408447,4941,Passenger,Private
7083137,4501,Express,Joint
5387078,4923,Express,Private
9170783,22684,Local,Private
1516224,12540,Mail,Joint
9745917,14615,Mail,Private
9520748,12354,Mail,Private
3435044,5060,Local,Private
8044200,5046,Superfast,Private
3026000,4419,Passenger,Private
5687881,2039,Mail,Govt
7650982,55602,Passenger,Private
3229930,15651,Superfast,Private
4568510,15652,Express,Private
9489198,19143,Local,Joint
9131173,22927,Express,Private
9202329,22928,Local,Joint
6959571,19144,Passenger,Joint
2482642,17317,Passenger,Govt
4297946,11044,Superfast,Govt
7599117,11014,Passenger,Joint
9370724,5611,Passenger,Govt
2960600,11201,Passenger,Joint
7739882,12563,Express,Govt
8820240,4128,Express,Govt
2193643,4116,Superfast,Joint
1839028,11053,Passenger,Private
2815371,12879,Local,Joint
5996918,11075,Local,Joint
7494979,1055,Superfast,Private
9891802,12167,Passenger,Govt
7973079,12165,Local,Private
9083212,11073,Express,Private
9388929,17222,Mail,Joint
2470120,2049,Passenger,Joint
3951556,2006,Superfast,Private
2345806,11086,Mail,Govt
1448723,12223,Local,Joint
7022890,22103,Superfast,Private
1378321,1040,Express,Govt
4927020,1046,Local,Private
8359381,12202,Superfast,Joint
2390949,11079,Local,Private
9550587,11081,Local,Private
1503441,5042,Superfast,Govt
2589395,1047,Superfast,Govt
7524593,5032,Superfast,Private
2213083,12542,Express,Private
1842156,1015,Local,Govt
1009679,3255,Superfast,Govt
1870350,17318,Superfast,Joint
9266495,17322,Local,Joint
7639615,7318,Local,Private
7934964,12171,Express,Joint
4477793,3062,Local,Private
8185364,1049,Express,Private
8066916,5514,Mail,Private
3593955,11017,Mail,Joint
5282805,1017,Local,Govt
6104752,1039,Mail,Private
9902183,22113,Superfast,Private
8626769,1205,Express,Private
9456280,1001,Express,Govt
6803237,22115,Superfast,Joint
5839352,12519,Express,Joint
6912299,22519,Passenger,Private
5374427,2111,Passenger,Govt
1405541,125,Passenger,Private
2442674,12117,Express,Private
5915896,2113,Mail,Joint
9384106,1007,Express,Joint
8358368,1229,Local,Private
7816218,111,Local,Private
6250824,1091,Express,Joint
3279201,1061,Passenger,Joint
4373426,1057,Mail,Joint
8295371,1421,Superfast,Govt
5226862,1097,Local,Private
2412660,11011,Local,Private
4149685,11205,Mail,Private
8930056,22109,Express,Joint
6393411,2109,Passenger,Joint
4693460,1053,Superfast,Govt
8361293,3256,Superfast,Govt
9135710,2046,Express,Govt
7302829,22865,Express,Govt
2228111,12145,Superfast,Govt
9886703,13202,Express,Joint
6257929,115,Mail,Joint
8581357,2219,Passenger,Govt
9523600,18029,Mail,Govt
5182803,12143,Express,Joint
8112167,1073,Passenger,Joint
2231551,8059,Local,Govt
6233107,8069,Passenger,Private
6908270,1067,Superfast,Private
2434725,18520,Passenger,Govt
7739379,22848,Local,Govt
8657030,22820,Superfast,Joint
8907236,1029,Mail,Joint
1483127,16093,Passenger,Private
6859387,12230,Passenger,Joint
2373226,12229,Local,Govt
7202833,9013,Express,Govt
7268112,12107,Express,Private
9733400,12121,Passenger,Govt
1130533,12122,Express,Private
2338771,17050,Local,Joint
1842060,17250,Express,Private
7002403,6003,Express,Govt
9151223,9534,Passenger,Govt
3465009,10215,Superfast,Joint
3982818,6001,Mail,Govt
1567900,22636,Express,Private
6937163,10216,Mail,Govt
7287675,56640,Passenger,Private
3299388,16054,Local,Joint
4195418,11043,Local,Joint
3229678,12793,Passenger,Govt
6557842,22623,Mail,Private
8750983,56701,Superfast,Joint
3233701,12402,Express,Joint
3320379,12401,Passenger,Joint
4859294,12397,Local,Govt
1644095,12398,Local,Private
8392369,12189,Local,Govt
2024081,12190,Local,Joint
7298329,17412,Superfast,Joint
7746759,17411,Superfast,Joint
1133679,22417,Passenger,Private
3777092,22418,Passenger,Joint
1398697,11093,Mail,Private
5757238,11094,Superfast,Joint
4509891,15483,Superfast,Joint
6879566,15484,Mail,Govt
2260393,11040,Superfast,Joint
8667656,11039,Superfast,Joint
4838274,12945,Mail,Joint
1765179,19025,Mail,Govt
7634368,16232,Local,Govt
5235582,13108,Passenger,Private
6460697,13110,Express,Govt
6012135,13109,Local,Govt
2019696,16629,Express,Govt
6602601,16630,Superfast,Joint
4655312,14662,Superfast,Joint
4405852,12919,Mail,Private
2456802,12920,Local,Joint
8291547,6194,Passenger,Joint
9014809,12461,Express,Govt
3489121,12462,Passenger,Joint
3906973,10104,Local,Private
4140971,10103,Superfast,Joint
9176386,12537,Local,Private
2946496,12617,Local,Govt
1368146,16855,Local,Govt
7583601,16347,Express,Private
1961843,16857,Superfast,Govt
3855032,12133,Passenger,Joint
2292867,6015,Express,Govt
2302402,6304,Passenger,Private
2412241,12685,Mail,Joint
8692876,12601,Superfast,Private
1577937,16565,Local,Joint
2901194,12118,Passenger,Private
6304904,16179,Passenger,Govt
9927514,16180,Mail,Joint
6901791,2907,Mail,Joint
3538414,1008,Passenger,Joint
9432439,9415,Passenger,Private
5470792,9010,Express,Joint
9687114,1052,Local,Joint
6326467,11085,Local,Govt
6347648,1045,Superfast,Govt
3643475,22907,Express,Govt
1103592,1230,Local,Govt
8694669,112,Superfast,Private
5769012,126,Local,Joint
1869097,114,Express,Private
4890931,56641,Express,Private
7826474,6002,Local,Private
7186807,2455,Superfast,Private
8101317,16860,Local,Joint
6750920,22635,Passenger,Govt
8678197,7605,Local,Joint
6555172,17605,Express,Private
5663677,22851,Mail,Govt
6068041,17688,Local,Joint
8114909,17687,Mail,Joint
1862457,12978,Mail,Govt
7886351,12977,Express,Private
5484287,14865,Passenger,Private
6035783,14853,Mail,Private
2755133,14864,Local,Private
9444584,14863,Local,Joint
1876305,14866,Local,Govt
8960602,14854,Local,Joint
8443479,19419,Express,Joint
1102695,12375,Local,Govt
6779929,6625,Mail,Private
3667472,605,Passenger,Joint
6614037,603,Local,Private
9637878,22626,Mail,Private
1299280,12270,Local,Joint
5453121,22206,Superfast,Joint
1623914,12612,Express,Joint
9400425,6027,Mail,Private
8331955,7313,Superfast,Joint
5273866,17313,Local,Joint
6885484,2842,Mail,Govt
2395303,6337,Mail,Joint
5765626,6005,Superfast,Private
2580183,22611,Express,Joint
2947592,16003,Superfast,Joint
3483534,22860,Passenger,Joint
6557485,6019,Local,Private
1801193,22826,Express,Govt
1983600,22808,Superfast,Govt
3750957,2808,Local,Govt
7474758,6063,Mail,Private
2233125,17311,Superfast,Private
3406772,12620,Superfast,Joint
6339123,12619,Superfast,Private
9004284,15025,Local,Joint
6408280,12492,Local,Joint
4206483,15027,Passenger,Govt
2225700,15028,Express,Govt
9622661,16604,Superfast,Private
5695641,16603,Passenger,Joint
1271660,53046,Mail,Joint
3089294,53045,Superfast,Private
5501377,14890,Express,Govt
2492446,29019,Superfast,Private
8708814,22205,Superfast,Private
4326713,9724,Express,Joint
5665536,12964,Superfast,Govt
1621178,12963,Mail,Joint
1865682,52927,Superfast,Joint
8132960,52928,Mail,Private
5630290,3556,Local,Private
7430696,3572,Mail,Govt
7863115,9040,Mail,Joint
4770094,5232,Passenger,Joint
2478833,15001,Superfast,Joint
4307906,12212,Local,Private
6768059,4315,Passenger,Joint
3837343,5226,Superfast,Govt
9206020,11062,Superfast,Private
5589046,19054,Express,Joint
5378893,4975,Passenger,Joint
3558579,15228,Express,Joint
7905783,52993,Express,Govt
2145755,12908,Passenger,Govt
7349020,11047,Local,Joint
9478134,13022,Superfast,Private
3257158,13021,Passenger,Govt
7778886,13156,Express,Govt
1127784,13155,Superfast,Joint
6959246,53050,Passenger,Private
2067591,2447,Express,Joint
3370273,3443,Local,Joint
4901229,13429,Passenger,Govt
4236199,13418,Mail,Joint
8034591,53004,Mail,Private
6093615,13012,Local,Govt
9363101,13415,Passenger,Joint
7101741,3445,Superfast,Joint
1362221,13425,Passenger,Private
4634786,51402,Express,Govt
4203025,12618,Express,Private
8625164,12491,Local,Govt
3235290,16864,Passenger,Joint
1416868,22146,Local,Govt
6153242,6520,Superfast,Joint
9366508,6518,Express,Govt
2408918,6041,Local,Govt
3315891,12390,Superfast,Govt
4831968,16127,Local,Private
2428174,16125,Superfast,Govt
1652804,16859,Superfast,Joint
6072254,6351,Mail,Private
1479294,611,Superfast,Govt
7204161,11063,Local,Private
1845657,607,Express,Joint
7466677,609,Local,Govt
5548242,16129,Mail,Private
6908560,6061,Local,Govt
6804354,4704,Mail,Private
4537501,15108,Express,Joint
8011757,2403,Superfast,Govt
7705210,17049,Mail,Private
7173494,17249,Passenger,Joint
7738621,7049,Mail,Joint
5962758,17402,Mail,Private
2881257,57229,Passenger,Govt
2476478,6135,Express,Private
7558798,56136,Superfast,Private
7775915,17025,Superfast,Joint
6862802,12751,Express,Private
2316306,12228,Mail,Govt
5494324,12134,Express,Private
4496754,17032,Express,Joint
1645533,11042,Passenger,Govt
5167415,16340,Mail,Private
2080878,16332,Mail,Govt
8297320,12187,Mail,Private
7306720,21028,Passenger,Private
7488083,11028,Superfast,Private
8794557,12951,Express,Private
9583031,12952,Superfast,Private
4731658,18102,Local,Joint
3770607,24042,Mail,Private
1353145,14042,Mail,Govt
6886397,14041,Passenger,Govt
3675883,15111,Passenger,Private
3940015,15103,Passenger,Joint
8860554,15007,Passenger,Private
8248019,12538,Mail,Govt
3221710,15120,Passenger,Private
5787408,15227,Passenger,Private
7663010,11061,Superfast,Joint
7429876,16229,Mail,Govt
9768411,6229,Superfast,Govt
2450647,17301,Local,Govt
2458629,3289,Passenger,Govt
8640059,22818,Local,Govt
4852698,16217,Express,Private
1567150,6201,Superfast,Joint
2715501,16235,Superfast,Govt
2881739,6228,Superfast,Private
9603113,22682,Passenger,Joint
4463887,16231,Superfast,Private
4646023,16205,Mail,Private
2338892,56264,Local,Govt
6969244,15614,Mail,Joint
5183212,15669,Express,Private
2853359,15670,Superfast,Private
1151469,16339,Superfast,Joint
5727099,16351,Express,Joint
3848558,18309,Mail,Joint
4199220,18310,Superfast,Private
5591110,6309,Express,Private
7874496,6747,Superfast,Govt
3730832,6017,Superfast,Govt
1346977,6303,Passenger,Joint
8827288,6598,Superfast,Private
1825707,6617,Passenger,Private
4263389,12667,Passenger,Govt
2191518,12689,Mail,Joint
4949119,16610,Mail,Govt
3796947,6083,Mail,Joint
1247303,16335,Superfast,Joint
7442547,17235,Superfast,Joint
1725485,12289,Local,Govt
9464712,12113,Passenger,Govt
1898220,12855,Local,Private
2636954,1018,Express,Govt
7847725,12136,Passenger,Joint
8501333,12206,Mail,Private
8977714,12205,Passenger,Joint
1287869,12816,Local,Private
8685405,12815,Local,Private
2150205,11401,Passenger,Private
4587440,11402,Express,Private
6157920,17256,Local,Private
3941351,12734,Express,Joint
9284519,12733,Express,Govt
9834803,18234,Superfast,Joint
7148543,18233,Mail,Private
3562536,7218,Local,Govt
7724712,14512,Mail,Private
4166691,14511,Express,Private
2151203,12656,Passenger,Govt
5865908,12655,Local,Private
6213107,16687,Mail,Joint
4958194,16688,Express,Govt
7797887,5726,Express,Govt
1023827,12690,Local,Private
8179252,632,Superfast,Joint
3120960,16352,Local,Govt
2213807,6354,Passenger,Govt
2474632,12273,Local,Joint
4507595,12259,Passenger,Private
9530882,9005,Mail,Joint
7355890,4112,Superfast,Govt
4341215,4424,Express,Joint
3614464,22806,Express,Joint
5538559,9006,Mail,Joint
2041484,22914,Local,Private
7687433,9004,Express,Private
8033693,12350,Express,Private
6642214,4412,Superfast,Joint
6237366,4022,Local,Private
2644889,12047,Superfast,Joint
5556915,12045,Express,Govt
7238138,12034,Superfast,Joint
6543217,4072,Passenger,Private
4750347,12236,Local,Joint
7973501,12436,Mail,Govt
6585512,12271,Express,Govt
6567518,22209,Mail,Govt
3399580,12275,Express,Govt
5526125,2236,Local,Govt
9791149,2436,Express,Govt
9567740,12324,Superfast,Private
3378639,4008,Superfast,Private
7071802,12250,Passenger,Govt
3268661,12056,Mail,Private
1352631,12058,Express,Private
1139628,12191,Superfast,Joint
2119134,14681,Express,Joint
7045638,3114,Local,Private
2091228,2504,Superfast,Joint
4227604,5619,Superfast,Joint
1072189,12037,Express,Private
8598982,2234,Passenger,Joint
7680358,4440,Passenger,Joint
9342884,4934,Passenger,Private
3237508,4944,Superfast,Govt
1047191,12430,Mail,Govt
7148386,4434,Local,Private
5818270,4942,Express,Joint
9043241,4030,Express,Private
7394599,4202,Mail,Private
4982328,4420,Passenger,Govt
1311166,2040,Local,Private
4042152,14004,Local,Govt
5124409,12043,Express,Private
9969668,22412,Passenger,Private
3131813,12524,Passenger,Private
8542512,22404,Local,Joint
2833212,4040,Passenger,Joint
8134042,2446,Passenger,Joint
3759759,2259,Local,Joint
9709972,815,Express,Joint
3430025,4405,Express,Govt
7773888,22913,Express,Joint
1661932,4402,Passenger,Joint
4176407,12878,Passenger,Govt
9013620,12440,Superfast,Govt
5051145,12454,Superfast,Govt
5206690,14323,Express,Joint
1073323,15602,Express,Private
7376175,12044,Local,Private
7924638,12001,Local,Joint
5415672,4012,Local,Joint
7687586,4096,Mail,Private
1859870,4033,Passenger,Govt
6607791,4055,Mail,Private
1294871,12459,Express,Private
2800744,19576,Superfast,Govt
8250520,9607,Passenger,Joint
6115469,12767,Express,Joint
2114698,12768,Mail,Govt
1936540,7513,Passenger,Joint
3018792,12421,Local,Joint
3667219,17620,Passenger,Joint
5525279,17623,Superfast,Govt
8138779,7408,Express,Joint
9912519,7037,Superfast,Govt
7891967,57516,Mail,Joint
6352249,57564,Mail,Private
8600365,2421,Express,Joint
9088836,11012,Express,Private
6856078,4602,Local,Govt
4685139,17614,Superfast,Private
4958024,7631,Express,Private
3461605,7629,Express,Joint
2972416,7622,Mail,Govt
3914196,7501,Mail,Govt
2045582,16593,Express,Joint
3579519,4722,Express,Govt
3842324,12485,Express,Govt
8563807,7609,Local,Joint
6988398,22457,Express,Govt
3770690,18510,Mail,Private
8711521,8510,Superfast,Private
1786093,12875,Express,Joint
7154715,12876,Mail,Joint
9962187,12632,Passenger,Joint
2946132,12631,Passenger,Govt
3197163,16346,Superfast,Private
6088597,16345,Superfast,Private
1861139,4095,Passenger,Joint
7721381,14003,Superfast,Govt
5409286,18240,Mail,Govt
3102602,6570,Superfast,Govt
4215691,22112,Superfast,Joint
1927536,12290,Passenger,Private
3690279,1012,Mail,Private
9520952,1220,Mail,Private
7197503,1014,Local,Joint
5187676,1212,Local,Govt
6526228,5592,Mail,Govt
1183059,5591,Passenger,Joint
9297195,8611,Local,Govt
4485752,1657,Local,Joint
5467224,12924,Superfast,Govt
2687755,11203,Mail,Private
6486813,11403,Superfast,Govt
8455162,58839,Passenger,Joint
1648643,2437,Mail,Govt
5565889,1236,Express,Private
9827986,1021,Superfast,Private
9619855,1203,Superfast,Private
5415975,1238,Passenger,Private
2843297,11207,Express,Govt
7897595,12772,Superfast,Govt
6661621,1453,Local,Joint
1936302,15618,Local,Govt
2794045,22411,Superfast,Govt
6122908,12672,Passenger,Private
5413215,12671,Local,Private
5920760,7614,Mail,Private
5166080,22653,Mail,Joint
6296887,22633,Superfast,Joint
3557404,12645,Mail,Private
4919294,12643,Express,Joint
5305741,12147,Superfast,Govt
5302128,12721,Superfast,Govt
2360943,12415,Superfast,Govt
9394954,52541,Local,Joint
3443702,52571,Local,Govt
4556673,22310,Express,Private
4903074,3060,Express,Govt
7656989,12042,Local,Govt
1702446,3130,Express,Joint
8339172,22612,Passenger,Joint
6042328,2508,Local,Joint
1098935,5725,Express,Joint
3127723,12523,Mail,Govt
4775978,3059,Passenger,Govt
4328351,18630,Local,Joint
8092464,8630,Mail,Private
2763612,3140,Passenger,Joint
6791671,15723,Passenger,Govt
8631006,19602,Passenger,Joint
5640264,12326,Passenger,Joint
6491289,4924,Superfast,Private
8709309,7224,Local,Private
7009943,7118,Express,Govt
9226929,12505,Superfast,Govt
7756676,12506,Local,Govt
3345960,17642,Passenger,Joint
6890233,52101,Passenger,Govt
4967923,17404,Superfast,Joint
8998896,17255,Superfast,Govt
7903698,17231,Mail,Private
1834265,17213,Local,Joint
4945640,7217,Mail,Private
9622589,7255,Passenger,Joint
2091815,57264,Mail,Joint
6598379,7205,Local,Private
8269580,16004,Express,Joint
7464495,17232,Passenger,Joint
3201120,17214,Mail,Private
9900634,7120,Mail,Govt
6931031,13281,Express,Joint
1110239,25910,Local,Govt
3427929,18206,Local,Joint
9175390,18202,Mail,Private
6709302,15019,Passenger,Joint
5317847,1706,Mail,Private
6466696,11206,Passenger,Govt
2784188,51422,Passenger,Govt
6386405,51433,Superfast,Govt
5386171,7613,Express,Govt
3171367,7601,Passenger,Joint
1139028,8566,Mail,Govt
3929384,12248,Passenger,Private
3395669,1072,Passenger,Govt
3794095,4091,Superfast,Joint
6570650,22212,Local,Joint
6399906,4092,Superfast,Private
1439485,12285,Superfast,Govt
8070878,12263,Passenger,Joint
1946762,12284,Local,Joint
7483000,12909,Local,Govt
2056583,12611,Passenger,Joint
9989794,12065,Passenger,Private
4876049,12059,Passenger,Private
5236245,22182,Express,Private
8700754,6319,Express,Private
7801745,12148,Mail,Joint
3396235,9810,Mail,Govt
3893786,17305,Superfast,Private
5197888,22110,Local,Private
9213055,2110,Passenger,Govt
1228764,2450,Mail,Joint
5190192,4430,Mail,Private
2466729,22414,Passenger,Govt
4014562,2448,Superfast,Govt
1764579,4429,Local,Govt
8631618,4013,Superfast,Govt
9504773,4407,Express,Joint
2921792,4014,Local,Joint
2267848,4408,Superfast,Govt
8518061,22413,Passenger,Govt
6521579,12286,Local,Joint
9433093,12438,Local,Govt
9303879,4016,Mail,Govt
7531600,22634,Local,Private
9541504,22654,Superfast,Private
3295610,22656,Local,Govt
5418317,7227,Local,Private
1420571,19575,Local,Govt
6555193,59548,Passenger,Joint
1701849,9562,Express,Joint
7308616,19569,Superfast,Govt
1928874,16337,Superfast,Govt
2095739,16338,Mail,Private
9858997,22905,Superfast,Private
5257391,9563,Local,Govt
4796179,59547,Local,Govt
9570097,18402,Superfast,Govt
7843060,19252,Mail,Govt
3610955,6136,Mail,Private
7348198,56138,Express,Joint
4896137,12819,Passenger,Govt
6878566,12820,Superfast,Private
1248742,12850,Local,Govt
4855773,11037,Passenger,Private
3578787,12103,Local,Govt
7077816,12378,Superfast,Private
8549079,12377,Mail,Govt
4108919,14207,Mail,Joint
7429407,14208,Passenger,Govt
9583602,12763,Local,Private
9252499,12764,Passenger,Joint
8419005,15721,Mail,Govt
2074621,15722,Mail,Joint
2345680,13348,Express,Private
9761291,13347,Mail,Private
2358220,22651,Express,Govt
8154163,22652,Local,Private
9235697,12605,Local,Private
1756650,12606,Passenger,Govt
8899158,12747,Express,Joint
6288849,12748,Express,Govt
3460626,17407,Passenger,Govt
8459070,12109,Superfast,Private
9566158,12110,Superfast,Govt
9754246,59386,Local,Private
6698804,59385,Mail,Joint
1853852,12637,Local,Joint
8347830,12638,Superfast,Joint
9834744,12942,Express,Joint
6322641,16650,Superfast,Govt
1324668,16649,Local,Govt
5622326,12926,Mail,Private
8369441,12925,Passenger,Private
4263364,22926,Superfast,Private
3921408,14624,Express,Joint
9723240,14010,Local,Joint
5916252,14623,Local,Joint
4094202,14009,Express,Private
8981618,18622,Mail,Private
3581352,18621,Superfast,Private
4819719,22352,Passenger,Private
4124635,22643,Local,Private
5948468,2354,Passenger,Joint
8212540,17610,Local,Govt
2399881,12184,Local,Joint
3047376,19572,Passenger,Joint
5627980,19270,Local,Private
1666214,12905,Express,Private
1456034,12950,Superfast,Govt
2367524,19269,Local,Joint
5378138,19202,Local,Private
3219221,12897,Local,Private
4785906,16861,Express,Private
3054769,12868,Express,Govt
1068072,22403,Superfast,Private
4360160,12693,Passenger,Govt
2434088,12694,Local,Joint
3879442,12711,Local,Joint
9892375,12712,Express,Joint
4984129,22936,Superfast,Govt
9502565,17609,Superfast,Private
4794297,4004,Mail,Govt
8966512,19422,Superfast,Private
3316513,9410,Superfast,Joint
3196541,9412,Mail,Private
5661092,2393,Local,Govt
4819575,3209,Mail,Joint
3141569,3512,Express,Private
7714197,3562,Passenger,Private
5525847,3504,Superfast,Private
1986792,3576,Passenger,Govt
4165976,8450,Superfast,Private
6083633,19050,Mail,Govt
6528178,9012,Superfast,Private
5321967,3436,Mail,Joint
7439599,22844,Passenger,Govt
2460042,1711,Express,Private
7213408,1054,Superfast,Govt
7558693,4025,Passenger,Joint
3130606,13332,Mail,Govt
7320005,13243,Express,Private
5399481,8298,Passenger,Private
4568515,16360,Local,Joint
6320168,22644,Passenger,Private
4054700,12359,Mail,Joint
5073818,18625,Express,Joint
4676289,3288,Mail,Govt
8431908,3066,Superfast,Joint
